Time	YEAR	SITE	FIELD	AREA	SPTREAT	DEPTH	TUSW	GWFG	WHGO	CAGO	MALL	GADW	GWTE	CITE	UNTE	AMWI	NOPI	NOSH	RIDU	CANV	BUFF	WODU	RUDU	EUWI	UNDU	PBGB	SORA	COOT	COMO	AMBI	BCNH	GBHE	SNEG	GREG	WFIB	SACR	AMAV	BNST	BBPL	KILL	LBCU	GRYE	LEYE	LBDO	SNIP	DUNL	WESA	LESA	PEEP	RUFF	UNSH	RBGU	HEGU	CAGU	GUSP	WATERFWL	LLWADERS	SHOREBDS	AQBIRDS
10	1	4mile	12	4.23	fld	5.9	0	0	0	0	4.491725768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.891252955	0	0	0	0	0	0	0	0	0.236	0	1.182	0	1.182033097	11.11111111	0	2.127659574	0	40.42553191	0	0	0	0	0	3.546099291	0	0	0	4.491725768	0	56.26477541	66.19385343
11	1	4mile	12	4.23	fld	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946	1.418439716	0.236406619	0	0	0	0	13.00236407	0	11.82033097	0	0	0	0.236406619	0	0	0	0	0	27.42316785	27.65957447
12	1	4mile	12	4.23	fld	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236406619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236406619	0	0.236406619
3	1	4mile	13	14.37	fld	26.1	0	0	0	0	2.644398051	0.27835769	3.061934586	0	0	0	9.672929715	3.549060543	0	0.6263	0	0	0	0	0	0	0	0.904662491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.83298539	0	0	20.73764788
4	1	4mile	13	14.37	fld	20.1	0	0	0	0	0	0	0	0	0	0	0.069589422	0.626304802	0	0	0	0	0	0	0	0	0	8.768267223	0	0.069589422	0	0	0	0.069589422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695894224	0.139178845	0	9.603340292
5	1	4mile	13	14.37	fld	15.1	0	0	0	0	0.695894224	0	15.03131524	0	0	0	0.139178845	1.043841336	0	0	0	0	0	0	0	0	0	6.958942241	0	0	0	0	0.139178845	0	0	0	0	0	0	0	2.226861517	0.069589422	0	1.461377871	0	0	0	0	0	0	0	0.139178845	0	0	0	16.91022965	0.139178845	3.75782881	27.90535839
6	1	4mile	13	14.37	fld	15.1	0	0	0	0	0.139178845	0.27835769	0	0	0	0	1.73973556	3.827418232	0	0	0	0	0	0	0	0	0	5.080027836	0	0.069589422	0	0	0	0	9.25539318	0	0	0	0	0	0.069589422	0	0	0.347947112	0	0	0	0	0	0	0	0.069589422	0	0	0	5.984690327	9.324982603	0.417536534	20.87682672
7	1	4mile	13	14.37	fld	18.1	0	0	0	0	2.783576896	0	0.27835769	0.696	0	0	3.409881698	14.96172582	0	0	0	0	0	0	0	0	0	1.461377871	0	0.069589422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.12943633	0.069589422	0	23.66040362
8	1	4mile	13	14.37	fld	15.1	0	0	0	0	0.556715379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.530967293	0	0.069589422	0	0	0.626304802	0	0	0	0	0.208768267	0	0	0	0.069589422	0	0	0	0	0	0	0	0	0	0.069589422	0	0	0	0.556715379	0.695894224	0.27835769	3.131524008
9	1	4mile	13	14.37	fld	8.1	0	0	0	0	1.322199026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	1.113430759	0.347947112	0	0.347947112	0	0	0	0	0	0	0	0.904662491	0	0	0	1.322199026	0	1.878914405	4.105775922
10	1	4mile	13	14.37	fld	4.1	0	0	0	0	0.765483646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348	0	0	0.139178845	0.069589422	0.835073069	0	0	0	1.043841336	0	0	0	0	0	1.809324983	0	0	0	0.765483646	0	2.435629784	5.010438413
11	1	4mile	13	14.37	fld	4.1	0	0	0	0	0.139178845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418	0.069589422	0.27835769	0.27835769	0	0.27835769	0.27836	2.574808629	0	0	0	0	0	0	0	0	0	0.139178845	0	4.175365344	4.314544189
12	1	4mile	13	14.37	fld	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139178845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139178845	0.139178845
3	1	4mile	14	14.37	fld	37.7	0	0	0	0	3.225806452	0.64516129	17.41935484	0	0	2.064516129	13.03225806	5.806451613	0	0	0	0	0	0	5	0	0	8.903225806	0	0	0	0	0	0.129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.83870968	0.129032258	0	51.87096774
4	1	4mile	14	7.75	fld	34.7	0	0	0	0	0.903225806	0	0	0	0	0	0.903225806	2.838709677	0	0	0	0	0	0	0	0	0	6.709677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64516129	0	0	11.35483871
5	1	4mile	14	7.75	fld	32.7	0	0	0	0	0	0	0	0	0	0	4.774193548	1.935483871	0	0	0	0	0	0	0	0	0	7.35483871	0	0.129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.709677419	0.129032258	0	14.19354839
6	1	4mile	14	7.75	fld	34.7	0	0	0	0	9.548387097	0	0	0	0	0	0.516129032	12.64516129	0	0	0	0	0	0	0	0.129	0	14.58064516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.70967742	0	0	37.41935484
7	1	4mile	14	7.75	fld	35.7	0	0	0	0	1.290322581	0	0	0	0	0.258064516	1.935483871	0.516129032	0	0	0	0	0	0	0	0	0	14.70967742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	18.70967742
8	1	4mile	14	7.75	fld	34.7	0	0	0	0	1.548387097	0	0	0	0	0	0	13.29032258	0	0	0	0	0	0	0	0.258	0	8.516129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.83870968	0	0	23.61290323
9	1	4mile	14	7.75	fld	13.7	0	0	0	0	1.032258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.67741935	0	0	0	0	0	0	0	0	0	0	0	0	0.129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.032258065	0	0.129032258	14.83870968
10	1	4mile	14	7.75	fld	0	0	0	0	0	0.774193548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.58064516	0	0	0	0	0	4.516129032	0	0	0	0	0	0	0	0	0	0	0.258064516	0	0	0	0.774193548	18.58064516	4.516129032	24.12903226
11	1	4mile	14	7.75	fld	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129032258	0.129032258	0	0	0.51613	0	0	0	0	0	0	0	0	0	0	0	0	0.774193548	0.774193548
12	1	4mile	14	7.75	fld	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
