Copepod	Nauplii	Volume	Station	Depth	Production_day	Production_week	Day	Month	Year	Substitute_vol
37	0	18.8939	A	0m	580	83	11	10	2003	FALSE
5	0	18.8939	A	5m	580	83	11	10	2003	FALSE
4	0	9.97263	C	0m	580	83	11	10	2003	FALSE
2	1	7.96008	C	5m	580	83	11	10	2003	FALSE
1	1	17.6223	E	0m	580	83	11	10	2003	FALSE
0	38	22.2682	E	5m	580	83	11	10	2003	FALSE
5	0	7.91002	F	0m	580	83	11	10	2003	FALSE
1	0	8.65096	F	5m	580	83	11	10	2003	FALSE
43	0	9.44196	G	0m	580	83	11	10	2003	FALSE
2	0	16.2406	G	5m	580	83	11	10	2003	FALSE
52	1	17.0216	A	0m	584	84	15	10	2003	FALSE
5	0	13.6573	A	5m	584	84	15	10	2003	FALSE
1	0	13.3169	C	0m	584	84	15	10	2003	FALSE
0	0	13.0365	C	5m	584	84	15	10	2003	FALSE
6	3	20.1956	E	0m	584	84	15	10	2003	FALSE
2	5	16.2005	E	5m	584	84	15	10	2003	FALSE
0	0	19.725	F	0m	584	84	15	10	2003	FALSE
1	0	18.2231	F	5m	584	84	15	10	2003	FALSE
0	0	24.4209	G	0m	584	84	15	10	2003	FALSE
0	0	12.3757	G	5m	584	84	15	10	2003	FALSE
26	0	15.029	A	0m	589	85	20	10	2003	FALSE
5	0	8.1303	A	5m	589	85	20	10	2003	FALSE
17	0	10.7336	C	0m	589	85	20	10	2003	FALSE
1	0	7.04893	C	5m	589	85	20	10	2003	FALSE
24	0	13.2868	E	0m	589	85	20	10	2003	FALSE
2	0	9.27175	E	5m	589	85	20	10	2003	FALSE
0	0	13.9076	F	0m	589	85	20	10	2003	FALSE
0	0	7.64969	F	5m	589	85	20	10	2003	FALSE
0	0	10.9138	G	0m	589	85	20	10	2003	FALSE
0	0	5.93752	G	5m	589	85	20	10	2003	FALSE
1	0	12.5058	A	0m	603	87	3	11	2003	FALSE
1	0	8.45071	A	5m	603	87	3	11	2003	FALSE
0	171	27.5549	C	0m	603	87	3	11	2003	FALSE
2	28	16.8413	C	5m	603	87	3	11	2003	FALSE
0	0	26.3934	F	0m	603	87	3	11	2003	FALSE
0	0	26.4235	F	5m	603	87	3	11	2003	FALSE
0	0	24.6612	G	0m	603	87	3	11	2003	FALSE
0	2	10.5834	G	5m	603	87	3	11	2003	FALSE
5	0	20.2056	A	0m	612	88	12	11	2003	FALSE
0	0	17.7425	A	5m	612	88	12	11	2003	FALSE
1	1	20.1756	C	0m	612	88	12	11	2003	FALSE
0	9	20.2657	C	5m	612	88	12	11	2003	FALSE
3	0	21.1368	E	0m	612	88	12	11	2003	FALSE
1	0	19.715	E	5m	612	88	12	11	2003	FALSE
0	0	19.4546	F	0m	612	88	12	11	2003	FALSE
0	0	16.8914	F	5m	612	88	12	11	2003	FALSE
1	0	19.8051	G	0m	612	88	12	11	2003	FALSE
0	0	16.8614	G	5m	612	88	12	11	2003	FALSE
9	0	19.735	A	0m	617	89	17	11	2003	FALSE
0	0	19.9152	A	5m	617	89	17	11	2003	FALSE
2	0	19.5748	C	0m	617	89	17	11	2003	FALSE
2	7	25.6625	C	5m	617	89	17	11	2003	FALSE
5	0	17.5222	E	0m	617	89	17	11	2003	FALSE
2	0	21.4271	E	5m	617	89	17	11	2003	FALSE
1	0	17.5322	F	0m	617	89	17	11	2003	FALSE
1	0	15.6498	F	5m	617	89	17	11	2003	FALSE
1	0	20.9866	G	0m	617	89	17	11	2003	FALSE
0	2	19.695	G	5m	617	89	17	11	2003	FALSE
0	0	19.6148	A	0m	625	90	25	11	2003	FALSE
0	0	20.3458	A	5m	625	90	25	11	2003	FALSE
0	0	23.67	C	0m	625	90	25	11	2003	FALSE
0	0	21.4372	C	5m	625	90	25	11	2003	FALSE
1	0	17.1117	E	0m	625	90	25	11	2003	FALSE
0	0	23.1193	E	5m	625	90	25	11	2003	FALSE
1	0	20.4559	F	0m	625	90	25	11	2003	FALSE
0	0	19.2944	F	5m	625	90	25	11	2003	FALSE
3	0	17.9327	G	0m	625	90	25	11	2003	FALSE
0	0	13.6273	G	5m	625	90	25	11	2003	FALSE
0	0	24.5211	A	0m	632	91	2	12	2003	FALSE
0	0	24.1606	A	5m	632	91	2	12	2003	FALSE
0	0	24.7413	C	0m	632	91	2	12	2003	FALSE
1	0	20.8064	C	5m	632	91	2	12	2003	FALSE
0	0	23.4297	E	0m	632	91	2	12	2003	FALSE
1	0	28.8365	E	5m	632	91	2	12	2003	FALSE
0	0	23.2094	F	0m	632	91	2	12	2003	FALSE
0	0	24.6212	F	5m	632	91	2	12	2003	FALSE
0	0	29.6776	G	0m	632	91	2	12	2003	FALSE
0	0	21.2569	G	5m	632	91	2	12	2003	FALSE
0	0	20.546	A	0m	638	92	8	12	2003	FALSE
0	0	17.6524	A	5m	638	92	8	12	2003	FALSE
0	0	18.123	C	0m	638	92	8	12	2003	FALSE
0	0	12.9965	C	5m	638	92	8	12	2003	FALSE
0	0	21.5974	E	0m	638	92	8	12	2003	FALSE
0	0	19.9753	E	5m	638	92	8	12	2003	FALSE
0	0	21.5173	F	0m	638	92	8	12	2003	FALSE
0	0	17.7525	F	5m	638	92	8	12	2003	FALSE
0	0	25.1218	G	0m	638	92	8	12	2003	FALSE
0	0	28.4861	G	5m	638	92	8	12	2003	FALSE
0	0	21.0266	A	0m	670	96	9	1	2004	FALSE
0	0	18.0929	A	5m	670	96	9	1	2004	FALSE
0	0	22.8289	C	0m	670	96	9	1	2004	FALSE
0	0	21.8076	C	5m	670	96	9	1	2004	FALSE
0	0	21.0567	E	0m	670	96	9	1	2004	FALSE
0	0	21.4271	E	5m	670	96	9	1	2004	FALSE
0	0	13.6173	F	0m	670	96	9	1	2004	FALSE
0	0	21.1268	F	5m	670	96	9	1	2004	FALSE
1	0	21.1868	G	0m	670	96	9	1	2004	FALSE
0	0	17.7525	G	5m	670	96	9	1	2004	FALSE
0	0	21.8477	A	0m	675	97	14	1	2004	FALSE
0	0	24.1406	A	5m	675	97	14	1	2004	FALSE
0	0	21.0567	C	0m	675	97	14	1	2004	FALSE
0	0	8.54082	C	5m	675	97	14	1	2004	FALSE
0	0	22.889	E	0m	675	97	14	1	2004	FALSE
0	0	23.4197	E	5m	675	97	14	1	2004	FALSE
0	0	21.2269	F	0m	675	97	14	1	2004	FALSE
0	0	16.601	F	5m	675	97	14	1	2004	FALSE
0	0	26.9642	G	0m	675	97	14	1	2004	FALSE
0	0	15.2693	G	5m	675	97	14	1	2004	FALSE
0	0	21.317	A	0m	682	98	21	1	2004	FALSE
0	0	17.7525	A	5m	682	98	21	1	2004	FALSE
0	0	35.525	C	0m	682	98	21	1	2004	FALSE
0	0	33.8429	C	5m	682	98	21	1	2004	FALSE
1	0	25.4122	E	0m	682	98	21	1	2004	FALSE
0	0	25.1819	E	5m	682	98	21	1	2004	FALSE
0	0	21.1468	F	0m	682	98	21	1	2004	FALSE
0	0	18.0929	F	5m	682	98	21	1	2004	FALSE
0	0	22.0179	G	0m	682	98	21	1	2004	FALSE
0	0	20.2557	G	5m	682	98	21	1	2004	FALSE
0	0	25.3221	A	0m	688	99	27	1	2004	FALSE
0	0	24.6012	C	0m	688	99	27	1	2004	FALSE
0	0	20.9766	E	0m	688	99	27	1	2004	FALSE
0	0	25.1519	F	0m	688	99	27	1	2004	FALSE
0	0	22.7088	G	0m	688	99	27	1	2004	FALSE
0	0	26.053	A	0m	703	101	11	2	2004	FALSE
0	0	30.2183	C	0m	703	101	11	2	2004	FALSE
0	0	24.9316	E	0m	703	101	11	2	2004	FALSE
0	0	26.824	F	0m	703	101	11	2	2004	FALSE
0	0	25.6825	G	0m	703	101	11	2	2004	FALSE
0	0	22.9491	A	0m	715	103	23	2	2004	FALSE
0	0	23.1593	C	0m	715	103	23	2	2004	FALSE
0	0	20.2957	C	5m	715	103	23	2	2004	FALSE
0	0	26.8941	E	0m	715	103	23	2	2004	FALSE
0	0	26.083	G	0m	715	103	23	2	2004	FALSE
0	0	20.9666	G	5m	715	103	23	2	2004	FALSE
0	0	19.5548	A	0m	725	104	4	3	2004	FALSE
0	0	25.8227	C	0m	725	104	4	3	2004	FALSE
0	0	14.4283	C	5m	725	104	4	3	2004	FALSE
0	0	18.9941	E	0m	725	104	4	3	2004	FALSE
0	0	19.8251	G	0m	725	104	4	3	2004	FALSE
0	0	12.2255	G	5m	725	104	4	3	2004	FALSE
0	0	14.7887	A	0m	731	105	10	3	2004	FALSE
1	0	27.1344	C	0m	731	105	10	3	2004	FALSE
0	0	15.2193	C	5m	731	105	10	3	2004	FALSE
0	0	11.805	E	0m	731	105	10	3	2004	FALSE
0	0	6.40812	G	0m	731	105	10	3	2004	FALSE
0	0	5.93752	G	5m	731	105	10	3	2004	FALSE
